name,description,address
Starbucks Coffee (Oakridge),Shopping and Starbucks a perfect match.,650 W 41ST Ave Vancouver BC
Petit Ami,Great spot for an organic coffee.,235 - 1689 Johnston St Vancouver
Delany's (West Vancouver),if you are tired from shopping then stop at Delany's for a bite to eat.,2424 Marine Drive West Vancouver BC
Coffee Crave (Richmond),If you are need of a coffee while shopping in Lansdowne then drop by and try our tasty blend.,5300 No.3 Road Richmond BC
Starbucks (Brentwood),When you need energy for shopping at Brentwood Starbucks is the place.,4567 Lougheed Hwy Burnaby BC
Starbucks (North Vancouver),When you need a coffee before visiting the Quay Starbucks is the spot.,131 W. Esplanade Vancouver BC
Cafe In,Nice cafe located in Kerrisdale. Fresh natural sandwiches are served.,5707 Balsam St Vancouver
Bean Around the World (West Vancouver),Great coffee at numerous lower mainland locations.,1522 Marine Drive Vancouver BC
Cafe Des Arts,Nice spot to grab a quick bite before you head into Yaletown.,863 Beatty Street Vancouver BC
Java Express,Nice spot for a soup or coffee,733 Beatty Street Vancouver BC
Delaney's Coffee House (Denman),When you are in the West End and have that coffee craving Delaney's is the place to go to.,1105 Denman St Vancouver BC
Starbucks Coffee Kerrisdale,Great coffee and people watching.,2193 West 41st Avenue Vancouver BC
Blenz in Yaletown,Good place to hang out and have a cup of coffee.,338 Helmcken Vancouver
Euro Pastry House,Friendly neighborhood cafe with exquisite savoury sandwiches and soups made fresh daily.,114-1080 Mainland Street Vancouver BC
Blenz (Robson near Denman),Drop in for a cup of coffee before your journey around Stanley park.,605 Robson St Vancouver BC
Jugo Juice,A great stop for a lovely custom-made smoothie or sandwich.,1103 Robson St. Vancouver British Columbia
Starbucks Coffee (Robson near Denman),Great coffee at various lower mainland locations.,1702 Robson St. Vancouver BC
Kerrisdale Cafe,Try the free wifi the bubble tea and come for live music on Saturdays.,5405 West Blvd Vancouver BC
Europa Coffee Bar,When your in the neighbourhood drop by for a cup of coffee.,802 West Broadway Vancouver BC
Karla's Brooklyn Pizzeria,Karla's says they are the best New York Thin Crust Pizza outside of New York,1336 Lonsdale Ave North Vancouver Brithish Columbia
Bean Around the World Coffee (Lonsdale),With coffee locations all around the lower mainland.,123 Carrie Cates Court Vancouver BC
Starbucks (West Broadway),Consistent coffee chain wide.,2699 West Boradway Vancouver
Blenz Coffee,Blenz serves good coffee on Robson Street.,1201 Robson St Vancouver BC
Kava Coffee,Drop by for some Kava Coffee.,2813 West Broadway Vancouver BC
Bean Around the World (Cornwall),Great spot for coffee and people watching.,1945 Cornwall Avenue Vancouver BC
Jitter's Caffe,Interesting coffee house in Kits.,1966 West 4th Ave Vancouver BC
MIX The Bakery,Award Winning Artisan Bakery & Cafe.,4430 West 10th Avenue Vancouver BC
The Blue Parrot Coffee,Great view of the water even better with a coffee in your hand.,108-1689 Johnston St Vancouver BC
Big News Coffee Bar (CLOSED),Great location for a coffee while your wating for a bus on Granville and Broadway.,2447 Granville Street Vancouver BC
Blenz Coffee (UBC),For your coffee fix before class starts.,5784 University Boulevard Vancouver BC
Wildebeest Restaurant,Located in gastown Wildebeest has executive chef David Gunawan at the helm.,120 West Hastings Street Vancouver BC
Water Street Cafe,Great spot for superlative cuisine ambiance and service.,300 Water Street Vancouver BC
McLean's Restaurant (CLOSED),Kirk Mclean of Vancouver Canuck fame is the owner of this new Gastown restaurant.,200-332 Water St Vancouver BC
Earl's (Broadway and Laurel),Great place for a date or a group outing. Try the steak or pasta dishes.,901 West Broadway Vancouver BC
Section 3 (CLOSED),Popular Yaletown spot with an interesting history.,1039 Mainland Street Vancouver BC
Metro Restaurant & Lounge (CLOSED),New Management New Chef New Menus - The Ultimate Vancouver Urban Dining Experience,200 Burrard St Vancouver BC
Room 18 Restaurant (CLOSED),Contemporary new restaurant in Kits.,2042 West 4th Ave Vancouver BC
Whet Kitchen Bar Patio,Whet is the newest restaurant on Granville Island in the old Sammy J Peppers location.,1517 Anderson Street Vancouver BC
Aqua Riva (CLOSED),Located near the waterfront Aqua Riva is a long time favourite of locals and tourists.,200 Granville Street Vancouver BC
Black Frog,Perfect for tourists and locals wanting to be tourists.,108 Cambie Street Vancouver BC
Bravo Bistro (CLOSED),Vancouver views combined with an unique menu.,100 - 550 Denman St. Vancouver BC
Cafeteria (CLOSED),Cafeteria is a new casual dining experience created by Andy Durbach and Chris Stewart of La Buca and Pied a Terre fame.,2702 Main Vancouver BC
FigMint Restaurant & Lounge (CLOSED),,500 West 12th Avenue Vancouver BC
Fraiche (CLOSED),Run by Chef Wayne Martin Fraiche showcases local and seasonal fare.,2240 Chippendale Road West Vancouver BC
Jordan's Crossing,Located in Whistler Jordan's Crossing restaurant blends together Old World cuisine with modern day trends.,2131 Lake Placid Road Whistler BC
Hub Restaurant and Lounge,Yaletown's newest destination for casual excellence. Independent local and personable!,1165 Mainland Vancouver BC
Earls (Yaletown),Earls Yaletown is the most upscale location in the Earls chain of restaurants.,1095 Mainland Street Vancouver BC
Voya Restaurant (CLOSED),The Voya restaurant is located in the new Loden Hotel.,1177 Melville Street Vancouver BC
The Cannery Seafood House (CLOSED),The perfect place to celebrate a special occasion.,2205 Commissioner Street Vancouver BC
Refuel Restaurant (CLOSED),A new restaurant in the Kits area. Refuel used to be Fuel and reopened in early December 2009.,1944 West 4th Avenue Vancouver BC
Aubergine Grille,Located in the Westin Whistler the Aubergine Grille will be featuring new menus from their new Executive Chef Jefferey Young.,4090 Whistler Way Whistler BC
Tapastree Restaurant,Fabulous tapas and killer cocktails in the heart of the downtown area.,1829 Robson St Vancouver BC
Brix Restaurant,Brix is best known for its wine and fine cuisine.,1138 Homer Street Vancouver BC
Wild Garlic Bistro (Denman),Drop by for dinner before you hit the town.,792 Denman St Vancouver BC
George Ultra Lounge,Amazing drinks friendly staff and owners. One of the hippest places in Vancouver.,1137 Hamilton Street Vancouver BC
Cactus Club (Yaletown),Cactus Club Cafe Yaletown is leader in casual fine dining.,357 Davie Street Vancouver BC
The Templeton,A classic 1950's style diner with a modernized twist.,1087 Granville Street Vancouver BC
Herons West Coast Kitchen + Bar,Enjoy a taste of local flavour in Herons West Coast Kitchen + Bar,900 Canada Place Way Vancouver BC
The Hart House Restaurant,Upscale food nestled in a heritage home in Deer Lake park.,6664 Deer Lake Avenue Burnaby BC
Fire Pots,Healthy Personal Hot Pot,4455 Lougheed Hwy Burnaby BC
Joey's Grill and Lounge,Nice location for a dinner date at their new Broadway location.,1424 West Broadway Vancouver
Milestones Yaletown,Great location for this popular eatery. Recently renovated this Milestones provides the diner with a more upscale experience.,1109 Hamilton Vancouver BC
Delilah's Conviction Gastropub (CLOSED),Giving convicts a second chance and food made by Chef Marc Thuet is what the new Delilah's is all about.,1789 Comox Street Vancouver BC
Culinary Capers Catering,Culinary Capers is Vancouver's premier full service caterer for social corporate and special events.,1545 West 3rd Avenue Vancouver BC
Cactus Club (West Broadway),Trendy hangout perfect for the casual business lunch.,575 West Broadway Vancouver BC
Browns Restaurant Bar,,1764 Lonsdale Ave North Vancouver BC
Kitsilano Daily Kitchen,Kits Daily is run by Chef Brian Fowke who has an unique concept: change the menu daily.,1809 W 1st Ave Vancouver BC
Yew restaurant + bar,Yew restaurant + bar is the newest creation from The Four Seasons Vancouver. Receiving rave reviews from local critics.,791 West Georgia Street Vancouver BC
Goldies Pizza,Goldies produces the finest artisan pizza in Vancouver. Come and enjoy our rustic and authentic recipes from Tuscany Italy with your friends and guests!,605 West Pender Vancouver BC
Pizza Pzazz,Try a slice while you shop.,131 - 1689 Johnston St Vancouver BC
Mona Pizza (Hastings Street),Stop by Mona Pizza for numerous great deals. Try our Monday Tuesday and Wednesday specials or our 2 for 1 free delivery.,4651 Hasting St Burnaby BC
Flying Wedge (Denman Street),When you are in the West End and have that pizza craving Flying Wedge is the place to go to.,1069 Denman St Vancouver BC
Giovane Cafe + Bakery + Deli,Opening February 5th 2010. Giovane is a stunning cafe + bakery + deli + retail emporium.,1038 Canada Place Vancouver BC
Lombardo's Pizzeria & Restaurant,Lombardo's is know for it's award winning pizza and classic Italian cuisine.,1641 Commercial Drive Vancouver BC
Flying Wedge (Waterfront center),When you have a craving for specialty pizza the Flying Wedge is the place.,27-200 Burrard St Vancouver BC
Veneto Pizza,Veneto pizza is located in North Vancouver,1839 Lonsdale Avenue North Vancouver bc
Fresh Slice Pizza (Kitsilano),Drop by for a fresh slice.,2823 West Broadway Vancouver BC
Pizzeria Farina,A Traditional Pizzeria Hits Main Street,915 Main Street Vancouver BC
Pizza Hut,Consistent quality of pizza at this chain restaurant.,1001 Austin Avenue Coquitlam BC
Martini's Restaurant,Long time Broadway restaurant with great whole wheat pizza.,151 West Broadway Vancouver
Nat's Pizzeria,Long time West Broadway pizza hangout.,2684 West Broadway Vancouver
Perfetto Pizza,Nice casual pizza place on the West Side of Vancouver.,4460 West 10th Avenue Vancouver BC
Pizza One,Best Italian style pizza available on regular or whole wheat crust.,103-2733 Barnet Hwy Coquitlam B.C
Toonie Pizza,Students at lunch time flock to Toonie.,5351 West Blvd Vancouver BC
Nat's Pizzeria (Denman Street),New York style pizza located in the heart of the West End.,1080 Denman St Vancouver BC
Fresh Slice Pizza (South Granville),Consistent tasting pizza chain wide.,2574 Granville Street Vancouver BC
Al's Pizza House,When you are in Gastown and you need a slice then come by and give Al's a try.,4 Powell Street Vancouver BC
Papa Joe's Pizza (Vancouver),Try the pizza by the slice or the lasagne.,3296 E. 29 Ave. Vancouver BC
Fresh Slice Pizza (Broadway),There is a fresh slice chain close to you so give them a try.,500 West Broadway Vancouver BC
Olie's Pizzeria,Authentic Italian Thin Crust Pizza located in Granville Island.,106-1833 Anderson Street Vancouver BC
Gourmet Warehouse,Affordable Gourmet Luxuries,1340 East Hastings Vancouver British Columbia
Papa Joe's Pizza and Pasta House,Try the pizza by the slice or the lasagne.,4518 Hastings Street Burnaby BC
Pie By Night Pizzeria,Best New York style thing crust pizza on Granville St.,1147 Granville Street Vancouver British Columbia
Sunrise Pizza & Steak House,,949 Commercial Dr. Vancouver British Columbia
Cotto Enoteca Pizzeria,Great Italian Napoletana Pizza for everyone.,6011 East Hastings Street Burnaby BC
New Asahi-Ya Japanese Sushi & Noodle House,An excellent choice for Japanese food on Robson complete with free delivery service to Downtown only.,1230 Robson St. Vancouver BC
Saltaire Restaurant and Terrace (CLOSED),Drop by Saltaire restaurant and sit on their beautiful patio that offers stunning views of Vancouver. Then order a few courses of their fine cuisine. Just another perfect day in West Vancouver.,#2 - 235 15th Street West Vancouver BC
A Kettle of Fish (CLOSED),A Kettle of Fish serves a wide range of fine seafood dishes.,900 Pacific Street Vancouver BC
Pacific Crab Co. Oyster Bar & Grill (CLOSED),Located in the West End of Vancouver. Pacific Crab is a trendy casual seafood room.,203 - 1184 Denman St Vancouver BC
Stonegrill Restaurant,An elegant and unique grilling experience.,1661 Granville Street Vancouver BC
Lok's Chinese Restaurant,Nice looking Chinese restaurant located in Kerrisdale.,2436 W 41ST Ave Vancouver BC
Harbour Pacific Chinese Seafood Restaurant,Try one of the various chinese seafood dishes.,4524 Hastings St Burnaby BC
Oyster Seafood and Raw Bar,Oyster is run by Jeremy Towning and he is passionate about oysters. Ask him about the buck a shuck special.,475 Howe Street Vancouver BC
Chewies Steam and Oyster Bar,Chewies Steam and Oyster Bar is located in the Kits area. Why not try the shuck and suck from 5pm to 7pm?,2201 West 1st Ave Vancouver BC
C Restaurant,Innovative dishes made with fresh local seafood by executive Chef Robert Clark.,2-1600 Howe Street Vancouver BC
The Rich Ocean Seafood Restaurant,Known for its good seafood selections.,108 - 777 West Broadway Vancouver
Izumi Sushi (Metrotown),Drop by for Japanese cuisine. Located in Metrotown Centre.,4820 Kingsway Burnaby BC
Ohako Sushi,Drop by for the all you can eat special.,1418 West Broadway Vancouver BC
Sushi Bang,Busy local sushi restaurant located on West Broadway.,100 - 500 West Broadway Vancouver
Taro Japanese Food (CLOSED),Good Japanese cuisine located on Granville Street.,2580 Granville Street Vancouver BC
Minami Restaurant,Minami has taken over the old Goldfish Seafood and Chops location,1118 Mainland St Vancouver BC
Nishiki Sushi,Nishiki Sushi is located in West Vancouver.,1377 Marine Drive Vancouver BC
Fujiyama Sushi,Located in Dundarave Village,2454 Marine Drive Vancouver BC
Miko Sushi,Great option for Japanese & sushi on Robson.,1335 Robson St. Vancouver British Columbia
Sushi Robo,A stop at Sushi Robo is needed for energy before that long walk around Stanley park.,1709 Robson St Vancouver BC
Robson Sushi,Very good all-you-can-eat Sushi on Robson.,1542 Robson St. Vancouver British Columbia
Tsunami Sushi,Sushi with a great atmosphere and roof patio.,238-1025 Robson St. Vancouver British Columbia
Toyotomi Japanese Restaurant,The region’s only restaurant serving Japanese Royal Family dishes,4121 East Hastings Street Burnaby BC
Samurai Japanese Restaurant,Small friendly Japanese restaurant in downtown Vancouver on Davie one block west of Burrard.,1108 Davie Street Vancouver BC
Kimono Japanese Restaurant,New Japanese restaurant on Hornby.,869 Hornby Street Vancouver BC
Yanaki Sushi,Drop by Yanaki Sushi when you are next in West Vancouver.,1449 Marine Drive Vancouver BC
Ichiban Sushi,Drop by for sushi on Marine Drive.,1405 Marine Drive Vancouver BC
Minato Japanese,Drop by to try our teriyaki dishes.,992 West Broadway Vancouver BC
Tsu King House,Drop by this Marpole sushi house for salmon roll.,8176 Granville Street Vancouver BC
Red Tuna Sushi and Noodle Cafe,Your choice sushi or noodles.,8273 Granville Street Vancouver BC
Kishu Japanese Restaurant,Drop by for one of our specials.,805 West Broadway Vancouver
Fanoos Deli,Healthy food in North Vancouver.,1205 Lonsdale Ave North Vancouver BC
Yuji's Sushi (CLOSED),A familiar Kits pastime is dining at a sushi restaurant. Why not give Yuji's a try.,2058 West 4th Ave Vancouver
Him Shima Sushi House,Sushi house located in the heart of the West End.,1088 Denman St Vancouver BC
Omi Japan,Japanese cuisine located in the Granville Island food court.,110 - 1689 Johnston St Vancouver
Miku Restaurant,Newest aburi style Japanese restaurant to join the downtown Vancouver dining community.,1055 West Hastings Vancouver BC
Sen Sushi,Sushi to go.,1855 Lonsdale Ave North Vancouver BC
Tojo's,A must visit place for sushi in Vancouver.,1133 West Broadway Vancouver BC
Kokoro Japanese Restaurant,Good Japanese on Lonsdale.,1442 Lonsdale Ave North Vancouver BC
Zakkushi (Kitsilano),Japanese grill place located in Kits.,1833 West 4th Ave Vancouver
Ichibankan Express,Great for a quick lunch while your visiting West Broadway.,730 West Broadway Vancouver
Gin Kaku Sushi,Good Sushi located on Hornby Street.,1348 Hornby Vancouver
Koji Japanese Restaurant,Koji provides fine Japanese cuisine on Hornby Street.,630 Hornby Street Vancouver BC
Sushi Day,Good Japanese restaurant in North Vancouver.,333 Brooksbank Ave North Vancouver BC
Yoshoku Ya,While you are shopping on Denman this is nice spot for a break.,774 Denman St Vancouver BC
Soul Robata & Izakaya,We provide more than 100 mouth watering dishes!!!,1015-8580 Alexandra Road Richmond BC
Posh Restaurant (Richmond),Posh provides Sukiyaki creations and a complete dining experience.,1123-3779 Sexsmith Road Richmond BC
Akira Sushi,When you are in the West End and have that Sushi craving Akira is the place to go to.,1069 Denman St Vancouver BC
Shijo,Well regarded Japanase restaurant located in Kits.,1926 West 4th Ave. Vancouver
Sushi Boy,Drop by to try this local sushi favourite.,750 West Broadway Vancouver BC
Urban Sushi,Urban Sushi is a good location for downtown sushi.,909 Dunsmuir Street Vancouver BC
Ki Modern Japanese and Bar,The first Ki Japanese is located in Toronto and now it is in Vancouver.,310-1121 Alberni Street Vancouver BC
Kichi Sushi,Great little sushi restaurant on Robson featuring a free delivery service.,778 Robson St. Vancouver British Columbia
Hapa Izakaya (Kitsilano),Located in Kitsilano Hapa Izakaya is another of the Hapa restaurants created by Lea and Justin Ault.,1516 Yew Street Vancouver BC
Takumi Sushi,Higher-end quality great to impress!,3495 North Road Burnaby BC
Bentei Sushi,Small Japanese gourmet is popular among locals.,#5 - 5901 Broadway Burnaby BC
Nikkyu Japanese Restaurant,Very affordable sushi options with an on-line delivery service.,3302 Main St. Vancouver British Columbia
Shin Ju Sushi,Drop by for the all you can eat special.,101 - 1401 West Broadway Vancouver
Tokyo Joe's Japanese Restaurant,Close to the hospital and crowded so chances of seeing a doctor or nurse eating lunch is high,955 Helmcken St Vancouver
Sonomama Sushi Bar & Grill (CLOSED),A combination of both traditional and modern style Japanese cuisine with both French and Korean influences.,980 Granville Street Vancouver BC
Miura Waffle Milk Bar,Offering Savoury & Sweet Waffle Sandwiches with Flavoured Milks,829 Davie Street Vancouver BC
Posh Restaurant (Burnaby),Sukiyaki: the newest opening for the All You Can Eat Chain.,105-6462 Kingsway Burnaby BC
Tomo Japanese Restaurant,Nice new sushi restaurant located near Fraser street. Experienced chef and kitchen staff take care of you in air conditioned surroundings.,611 East Broadway Vancouver BC
Miyagi Sushi,A very hospitable sushi restaurant which offers free delivery and catering for any occasion.,2702 Main St. Vancouver British Columbia
Kishu Star,Japanese Bistro located in the heart of Kits.,1935 West 4th Ave Vancouver
Lime Restaurant (CLOSED),An interesting combination of live music/comedy and sushi.,1130 Commercial Dr Vancouver BC
Mito Japanese Restaurant,Japanese food located in Marpole.,8369 Granville Street Vancouver BC
Edo Japan (Brentwood),Drop by for Japanese cuisine in the food court at the Brentwood Mall.,4567 Lougheed Hwy Burnaby BC
Kamiya Japanese Restaurant,Nice Japanese restaurant by the Library.,#202 - 345 Robson Street Vancouver BC
Little Japan,Good Japanese food in the Harbour Centre Food Court.,555 West Hastings Street Vancouver BC
The Sushi Bar,The name says it all. A Sushi Bar in Kits.,1822 West 4th Ave Vancouver
Kintaro,Drop by for a bowl of noodles before heading out for your walk around Stanley Park.,788 Denman St Vancouver BC
Musashi Japanese,Drop by for a snack or more while you are walking on Denman.,780 Denman St Vancouver BC
Toratatsu Japanese Tapas Bar,From the owners of Chopstick Cafe Shiru Bay this tapas bar will sure to be a hit.,735 Denman Street Vancouver BC
Yoshi Japanese,Nice spot for dinner in the heart of the West End.,689 Denman St Vancouver BC
Hoshi Sushi,Drop by for a roll or two.,2825 West Broadway Vancouver
Kitto Japanese House (CLOSED),Good place for a delicious Japanese lunch.,833 Granville St. Vancouver BC
Daimasu Japanese Restaurant,Popular sushi restaurant gets packed at dinner time.,106-4620 Kingsway Burnaby BC
Sushi King House,Small friendly sushi place located in Kerrisdale.,5333 West Blvd Vancouver BC
Sushi Hachi,Great location in Kerrisdale.,2255 West 41st Avenue Vancouver BC
En Cuisine,En cuisine is known for its for modern Japanese food.,4422 W.10th Ave. Vancouver bc
Kojo of Japan,Located at Lonsdale Quay. Kojo also has various other restaurants.,123 Carrie Cates Crt Vancouver BC
Toyomi Sushi,Best Sushi in town.,104-223 Mountain Hwy North Vancouver BC
Japan Shota Sushi & Grill,Nice location in heart of Kerrisdale.,5688 Yew Street Vancouver BC
Kakurenbou Japanese Dining,World class cuisine served in a an elegant hidden temple atmosphere.,793 Jervis Vancouver BC
Mo Mo Sushi,Sushi place located in the tourist section of Gastown.,375 Water Street Vancouver BC
Ro Sushi Japanese Bistro,Try one of our party trays save 10% if you order 1 day in advance.,542 West Broadway Vancouver BC
Sushi Garden,Across from Metrotown Mall some of the freshest sushi in town. Always jam packed.,4635 Kingsway Burnaby BC
Hapa Izakaya (Coal Harbour),Located in Coal Harbour Hapa Izakaya is the newest of the Hapa restaurants created by Lea and Justin Ault.,909 West Cordova Street Vancouver BC
Azia Restaurant (CLOSED),Located on Smithe in downtown Vancouver. Azia serves various Asian cuisines.,990 Smithe Vancouver BC
Sushi Maki,If you have a sushi craving try Sushi Maki.,989 Hornby Street Vancouver BC
Okada Sushi,Good Sushi on Nelson street.,101-888 Nelson St Vancouver
Hapa Izakaya (Yaletown),The Hapa chain has grown with this Yaletown location added to the mix.,1193 Hamilton St Vancouver BC
Ap Ku Jung Korean Fusion Restaurant,Popular dining spot with the Korean residents of Vancouver.,1642 Denman Street Vancouver BC
Kim Bo Ting (Metrotown),Drop by for Korean cuisine. Located in Metrotown Centre.,4700 Kingsway Burnaby BC
Spice Alley Korean Restaurant & Bar,Great spicy Korean food with late hours of operation.,1333 Robson St. Vancouver British Columbia
Insadong Korean Restaurant,Korean Barbecue near Lougheed Mall.,301 - 403 North Road Coquitlam Coquitlam BC
Primo's Mexican Grill (CLOSED),Just off Granville is this long time Mexican favourite.,1509 West 12th Ave Vancouver
Zocalo Restaurant (CLOSED),New restaurant on Main Street serving contemporary Mexican cuisine.,2515 Main St Vancouver BC
Las Margaritas,Popular Mexican eatery located in the heart of Kits.,1999 West 4th Ave Vancouver BC
La Tortilleria (Waterfront Center),When you have a craving for Mexican stop in at La Tortilleria.,200 Burrard St Vancouver BC
El Taco,Healthy fast no-fry Mexican restaurant catering to special diets and tastes.,738 Davie St. Vancouver BC
La Tortilleria Mexican,Good Mexican food located in the market.,145 - 1689 Johnston St. Vancouver BC
Pepitas,Great view of the action on Burrard and 4th.,2015 Burrard St Vancouver
Taco Luis (Lansdowne),Drop by the food court for one of our Mexican creations.,5300 No 3 Road Richmond BC
TacoTime (Brentwood),For that shopping and have to bhave a taco craving.,4567 Lougheed Hwy Burnaby BC
Mexicali,Used to be located on Arbutus same good food.,4424 Dunbar Street Vancouver BC
Taco Loco,,2651 Commercial Dr. Vancouver British Columbia
Taco Del Mar,For that quick Mexican food craving Taco Del Mar is the spot.,545 Granville Vancouver BC
TacoTime (Richmond Centre),Drop by a taste of our mexican cuisine.,6551 No 3 Road Richmond BC
Chronic Tacos,Chronic Tacos is a California franchise that has now arrived in Vancouver.,382 West Broadway Vancouver BC
Mi Mexico Restaurant (CLOSED),Located in Burnaby this Mexican restaurant is receiving good reviews from various sources.,3853 Hastings St Burnaby BC
El Nopalito,Since 1997 offering the best quality spicy or not Mexican Food.,149 West 3rd. Street North Vancouver BC
Anducci's Burnaby,Italian food the homemade way.,9604 Cameron Street Burnaby BC
Cioppino's Enoteca,Fine wining and dining in the heart of Yaletown.,1129 Hamilton Street Vancouver BC
Vita Bella Ristorante,Upscale Italian dining in The Heights.,4544 Hastings Street Burnaby BC
Lupo Restaurant,Modern and traditional Italian cuisine near Yaletown.,869 Hamilton St. Vancouver BC
Circolo (CLOSED),Part of the Umberto family of restaurants.,1116 Mainland Street (CLOSED) Vancouver BC
Centro Mediterranean Restaurant (CLOSED),Great place for dining before or after the concert.,901 Granville St. Vancouver BC
Zefferelli's Spaghetti Joint,A fabulous stop for Spaghetti and fine Italian food on Robson.,1136 Robson St. Vancouver BC
Il Vino (CLOSED),Il Vino is a premium urban winery based in West Vancouver.,1582 Marine Drive West Vancouver BC
Cibo Trattoria,Located in the entertainment district Cibo serves Italian dishes focusing on local and seasonal British Columbian ingredients.,900 Seymour Street Vancouver BC
Il Giardino (CLOSED),Traditional Italian restaurant located in the heart of downtown Vancouver.,1382 Hornby Street Vancouver BC
Dolcino Caffe,When you are tired from shopping in Gastown drop in for a coffee and a bite to eat to renenergize yourself.,12 Powell Street Vancouver BC
Verdicchio Deli,Drop by to try the deli specials.,2409 Marine Drive West Vancouver BC
Moccia Italian Meat Market,One of the best salumeria/charcuterie producers in Vancouver. Great dry cured and fresh products.,2276 East Hastings St. Vancouver BC
Brioche Urban Baking and Catering,The stop shop for bakery catering cooking lessons etc.,401 West Cordova Street Vancouver BC
The Old Spaghetti Factory,Long time pasta joint based in Gastown.,210 - 55 Water Street Vancouver BC
Al Porto Ristorante,Traditional Italian cuisine located in the tourist area of Vancouver's downtown core.,321 Water Street Vancouver BC
Gigi's Pizza and Spaghetti house,Drop by to try our pizza or our spaghetti specialties.,189 West Broadway Vancouver BC
Favorito Pasta Trattoria,Drop by for one of our pasta dishes.,552 West Broadway Vancouver BC
Portobello Ristorante,Good Italian cusine located on West Broadway.,1429 West Broadway Vancouver BC
Cipriano's Ristorante & Pizzeria,Generous portions of pizza and pasta in a dining room that's a little slice of the old country.,3995 Main Street Vancouver BC
Arriva Ristorante Italiano,,1537 Commercial Dr. Vancouver BC
Presto Cucina,Authentic fresh Italian cuisine located in Kits.,2272 West 4th ave. Vancouver B.C.
La Quercia,Located on 4th Avenue La Quercia serves excellent Italian food and wine.,3689 West 4th Ave Vancouver BC
The BiBo Italian Restaurant,This is Italian No Compromises.,1835 West 4th Ave. Vancouver BC
Chianti (CLOSED),Great place for pasta in Kits.,1850 West 4th Ave Vancouver BC
Q4 Ristorante,Q4 Ristorante recently moved from 4th Ave where it was called Quattro on Fourth.,2563 West Boadway Vancouver BC
Rossini's in Gastown (CLOSED),Great dinner and jazz hangout.,162 Water Street Vancouver BC
La Notte Restaurant,Next time your in the Dunbar area you should try this great Italian restaurant.,3307 Dunbar Street Vancouver BC
Aria Restaurant and Lounge,Aria provides urban Italian inspired cuisine.,433 Robson Street Vancouver BC
Carmelo's,,1448 Marine Drive Vancouver BC
Ciao Bella,Drop by for an Italian meal before you wander Denman st.,703 Denman St Vancouver BC
Anducci's Casa Pubblica (CLOSED),Anducci's is bringing the good life to their newly opened gastro pub.,608 Dunsmuir St Vancouver BC
Solo Pasta,Located in the upstairs mall on Hornby this new pasta place while satisfy your lunch time craving.,#3 - 530 Hornby Street Vancouver B.C.
Anducci's Guildford (CLOSED),Family friends Italian food and the good life.,10194 152 St. Surrey BC
Marcello Pizzeria & Ristorante,Located on Commercial drive.,1404 Commercial Dr. Vancouver British Columbia
Pane Formaggio,Bread and Cheese in Italian but you can find it on the West Side..,4532 West 10th ave. Vancouver BC
Heavenly Bites Indian Restaurant,Now open again in new location. Small Indian restaurant offers fresh home cooked Indian food for take-out or eat in.,4016 Hastings St Burnaby BC
New India Buffet & Restaurant,Tasty Indian buffet with a great view of downtown Vancouver.,805 W Broadway Vancouver BC
Original Flavours of India Restaurant,A very appetizing East Indian option on Robson.,1232 Robson St. Vancouver British Columbia
Northern Tadka,Serving vegetarian and non vegetarian Indian Cuisine,12868 96 AVE (CEDAR HILLS) Surrey BC
Sweet Cherubim,,1107 Commercial Dr. Vancouver British Columbia
Atithi Indian Cuisine,Home style Indian cuisine located on Burrard Street,2445 Burrard Street Vancouver BC
Tandoori Palace,,1439 Commercial Dr. Vancouver British Columbia
Curry Point,Drop by for Indian cuisine located on West Broadway.,514 West Broadway Vancouver BC
Curry 2 U,Indian food located in the Granville Island food court.,281-1689 Johnston Vancouver
Vij's,One of the top rated and reviewed Indian restaurants in Vancouver.,1480 West 11th Ave Vancouver BC
Indian Oven,Indian cuisine located in the heart of Kits.,2006 West 4th Ave Vancouver
India Grill,Try one of their Seafood Specialties. Also try their other location on Robson.,1835 West 4th Ave Vancouver BC
Sitar Restaurant,Decent Indian food located in the heart of Gastown.,8 Powell Street Vancouver BC
Agra Tandoori Restaurant,Agra Tandoori Restaurant is inviting warm and comfortable.,110 - 3790 Canada Way Burnaby BC
Handi Restaurant,Also have a location in West Vancouver.,4432 Dunbar st Vancouver BC
Curry Express (Metrotown),Drop by for Indian cuisine. Located in Metrotown Centre.,4700 Kingsway Burnaby BC
A Taste of India Restaurant,Nice Indian restaurant specializing in tandoori vegetarian & meat dishes.,1282 Robson St. Vancouver British Columbia
The Fairview Pub,Long time favourite for live music on Broadway.,898 West Broadway Vancouver
Circa Restaurant and Lounge,Circa is dedicated to providing the very best in progressive Pacific Northwest cuisine BC wines and classic cocktails.,1050 Granville Street Vancouver BC
Zin Restaurant & Lounge,Offering excellent west coast cuisine with a global flare.,1277 Robson St. Vancouver British Columbia
Eight 1/2 Restaurant + Lounge,New restaurant located in the Main street area.,151 East 8th Ave Vancouver BC
Public Lounge Eatery,A cozy upscale lounge which offers a great drink menu and after-hours dishes.,3289 Main St. Vancouver BC
Hennessey Restaurant and Lounge,Weekly lineup of Live Music and DJs... Hockey Night @ Hennessey!! Come watch the Vancouver Canucks on our Big screens! Great Drink and Dinner specials throughout the week!,53 West Broadway Vancouver BC
